"","Year","Month","Day","variable","value"
"3814",2009,7,2,"Laundry",603
"3815",2009,7,3,"Laundry",642
"3816",2009,7,4,"Laundry",2329
"3817",2009,7,5,"Laundry",1438
"3818",2009,7,6,"Laundry",755
"3819",2009,7,7,"Laundry",3619
"3820",2009,7,8,"Laundry",3514
"3821",2009,7,9,"Laundry",656
"3822",2009,7,10,"Laundry",2624
"3823",2009,7,11,"Laundry",683
"3824",2009,7,12,"Laundry",589
"3825",2009,7,13,"Laundry",594
"3826",2009,7,14,"Laundry",618
"3827",2009,7,15,"Laundry",932
"3828",2009,7,16,"Laundry",1724
"3829",2009,7,17,"Laundry",626
"3830",2009,7,18,"Laundry",663
"3831",2009,7,19,"Laundry",598
"3832",2009,7,20,"Laundry",784
"3833",2009,7,21,"Laundry",981
"3834",2009,7,22,"Laundry",681
"3835",2009,7,23,"Laundry",622
"3836",2009,7,24,"Laundry",630
"3837",2009,7,25,"Laundry",577
"3838",2009,7,26,"Laundry",1019
"3839",2009,7,27,"Laundry",2062
"3840",2009,7,28,"Laundry",4899
"3841",2009,7,29,"Laundry",749
"3842",2009,7,30,"Laundry",2304
"3843",2009,7,31,"Laundry",3423
"3844",2009,8,1,"Laundry",844
"3845",2009,8,2,"Laundry",637
"3846",2009,8,3,"Laundry",605
"3847",2009,8,4,"Laundry",607
"3848",2009,8,5,"Laundry",620
"3849",2009,8,6,"Laundry",659
"3850",2009,8,7,"Laundry",668
"3851",2009,8,8,"Laundry",646
"3852",2009,8,9,"Laundry",2380
"3853",2009,8,10,"Laundry",3719
"3854",2009,8,11,"Laundry",1467
"3855",2009,8,12,"Laundry",689
"3856",2009,8,13,"Laundry",3702
"3857",2009,8,14,"Laundry",850
"3858",2009,8,15,"Laundry",1852
"3859",2009,8,16,"Laundry",1094
"3860",2009,8,17,"Laundry",813
"3861",2009,8,18,"Laundry",1440
"3862",2009,8,19,"Laundry",812
"3863",2009,8,20,"Laundry",883
"3864",2009,8,21,"Laundry",887
"3865",2009,8,22,"Laundry",3203
"3866",2009,8,23,"Laundry",819
"3867",2009,8,24,"Laundry",737
"3868",2009,8,25,"Laundry",755
"3869",2009,8,26,"Laundry",1516
"3870",2009,8,27,"Laundry",664
"3871",2009,8,28,"Laundry",1125
"3872",2009,8,29,"Laundry",1483
"3873",2009,8,30,"Laundry",1363
"3874",2009,8,31,"Laundry",678
"3875",2009,9,1,"Laundry",697
"3876",2009,9,2,"Laundry",659
"3877",2009,9,3,"Laundry",3099
"3878",2009,9,4,"Laundry",636
"3879",2009,9,5,"Laundry",2248
"3880",2009,9,6,"Laundry",588
"3881",2009,9,7,"Laundry",577
"3882",2009,9,8,"Laundry",577
"3883",2009,9,9,"Laundry",3832
"3884",2009,9,10,"Laundry",600
"3885",2009,9,11,"Laundry",631
"3886",2009,9,12,"Laundry",1202
"3887",2009,9,13,"Laundry",612
"3888",2009,9,14,"Laundry",603
"3889",2009,9,15,"Laundry",560
"3890",2009,9,16,"Laundry",3470
"3891",2009,9,17,"Laundry",563
"3892",2009,9,18,"Laundry",652
"3893",2009,9,19,"Laundry",4050
"3894",2009,9,20,"Laundry",2466
"3895",2009,9,21,"Laundry",604
"3896",2009,9,22,"Laundry",597
"3897",2009,9,23,"Laundry",978
"3898",2009,9,24,"Laundry",621
"3899",2009,9,25,"Laundry",594
"3900",2009,9,26,"Laundry",571
"3901",2009,9,27,"Laundry",4571
"3902",2009,9,28,"Laundry",603
"3903",2009,9,29,"Laundry",603
"3904",2009,9,30,"Laundry",8080
"3905",2009,10,1,"Laundry",602
"3906",2009,10,2,"Laundry",570
"3907",2009,10,3,"Laundry",920
"3908",2009,10,4,"Laundry",3499
"3909",2009,10,5,"Laundry",542
"3910",2009,10,6,"Laundry",543
"3911",2009,10,7,"Laundry",4334
"3912",2009,10,8,"Laundry",619
"3913",2009,10,9,"Laundry",559
"3914",2009,10,10,"Laundry",570
"3915",2009,10,11,"Laundry",6454
"3916",2009,10,12,"Laundry",515
"3917",2009,10,13,"Laundry",530
"3918",2009,10,14,"Laundry",3131
"3919",2009,10,15,"Laundry",463
"3920",2009,10,16,"Laundry",482
"3921",2009,10,17,"Laundry",4364
"3922",2009,10,18,"Laundry",499
"3923",2009,10,19,"Laundry",457
"3924",2009,10,20,"Laundry",450
"3925",2009,10,21,"Laundry",5916
"3926",2009,10,22,"Laundry",492
"3927",2009,10,23,"Laundry",495
"3928",2009,10,24,"Laundry",518
"3929",2009,10,25,"Laundry",6181
"3930",2009,10,26,"Laundry",468
"3931",2009,10,27,"Laundry",449
"3932",2009,10,28,"Laundry",463
"3933",2009,10,29,"Laundry",4125
"3934",2009,10,30,"Laundry",2005
"3935",2009,10,31,"Laundry",2514
"3936",2009,11,1,"Laundry",470
"3937",2009,11,2,"Laundry",471
"3938",2009,11,3,"Laundry",3951
"3939",2009,11,4,"Laundry",4008
"3940",2009,11,5,"Laundry",532
"3941",2009,11,6,"Laundry",442
"3942",2009,11,7,"Laundry",408
"3943",2009,11,8,"Laundry",2075
"3944",2009,11,9,"Laundry",430
"3945",2009,11,10,"Laundry",432
"3946",2009,11,11,"Laundry",5105
"3947",2009,11,12,"Laundry",429
"3948",2009,11,13,"Laundry",407
"3949",2009,11,14,"Laundry",2411
"3950",2009,11,15,"Laundry",5278
"3951",2009,11,16,"Laundry",545
"3952",2009,11,17,"Laundry",453
"3953",2009,11,18,"Laundry",7655
"3954",2009,11,19,"Laundry",481
"3955",2009,11,20,"Laundry",407
"3956",2009,11,21,"Laundry",1997
"3957",2009,11,22,"Laundry",411
"3958",2009,11,23,"Laundry",402
"3959",2009,11,24,"Laundry",4579
"3960",2009,11,25,"Laundry",5083
"3961",2009,11,26,"Laundry",407
"3962",2009,11,27,"Laundry",396
"3963",2009,11,28,"Laundry",386
"3964",2009,11,29,"Laundry",3061
"3965",2009,11,30,"Laundry",361
"3966",2009,12,1,"Laundry",354
"3967",2009,12,2,"Laundry",7052
"3968",2009,12,3,"Laundry",402
"3969",2009,12,4,"Laundry",352
"3970",2009,12,5,"Laundry",351
"3971",2009,12,6,"Laundry",4175
"3972",2009,12,7,"Laundry",358
"3973",2009,12,8,"Laundry",350
"3974",2009,12,9,"Laundry",3355
"3975",2009,12,10,"Laundry",351
"3976",2009,12,11,"Laundry",385
"3977",2009,12,12,"Laundry",4120
"3978",2009,12,13,"Laundry",417
"3979",2009,12,14,"Laundry",2280
"3980",2009,12,15,"Laundry",392
"3981",2009,12,16,"Laundry",2943
"3982",2009,12,17,"Laundry",308
"3983",2009,12,18,"Laundry",304
"3984",2009,12,19,"Laundry",2662
"3985",2009,12,20,"Laundry",313
"3986",2009,12,21,"Laundry",282
"3987",2009,12,22,"Laundry",285
"3988",2009,12,23,"Laundry",284
"3989",2009,12,24,"Laundry",5575
"3990",2009,12,25,"Laundry",3895
"3991",2009,12,26,"Laundry",4294
"3992",2009,12,27,"Laundry",318
"3993",2009,12,28,"Laundry",2063
"3994",2009,12,29,"Laundry",346
"3995",2009,12,30,"Laundry",4539
"3996",2009,12,31,"Laundry",387
"3997",2010,1,1,"Laundry",327
"3998",2010,1,2,"Laundry",298
"3999",2010,1,3,"Laundry",4920
"4000",2010,1,4,"Laundry",292
"4001",2010,1,5,"Laundry",293
"4002",2010,1,6,"Laundry",3256
"4003",2010,1,7,"Laundry",255
"4004",2010,1,8,"Laundry",994
"4005",2010,1,9,"Laundry",4855
"4006",2010,1,10,"Laundry",2032
"4007",2010,1,11,"Laundry",340
"4008",2010,1,12,"Laundry",3489
"4009",2010,1,13,"Laundry",0
"4010",2010,1,14,"Laundry",84
"4011",2010,1,15,"Laundry",2952
"4012",2010,1,16,"Laundry",2415
"4013",2010,1,17,"Laundry",298
"4014",2010,1,18,"Laundry",295
"4015",2010,1,19,"Laundry",653
"4016",2010,1,20,"Laundry",3341
"4017",2010,1,21,"Laundry",449
"4018",2010,1,22,"Laundry",352
"4019",2010,1,23,"Laundry",4086
"4020",2010,1,24,"Laundry",2760
"4021",2010,1,25,"Laundry",455
"4022",2010,1,26,"Laundry",395
"4023",2010,1,27,"Laundry",6403
"4024",2010,1,28,"Laundry",504
"4025",2010,1,29,"Laundry",851
"4026",2010,1,30,"Laundry",7544
"4027",2010,1,31,"Laundry",1380
"4028",2010,2,1,"Laundry",367
"4029",2010,2,2,"Laundry",382
"4030",2010,2,3,"Laundry",8423
"4031",2010,2,4,"Laundry",532
"4032",2010,2,5,"Laundry",474
"4033",2010,2,6,"Laundry",2209
"4034",2010,2,7,"Laundry",3837
"4035",2010,2,8,"Laundry",431
"4036",2010,2,9,"Laundry",410
"4037",2010,2,10,"Laundry",2976
"4038",2010,2,11,"Laundry",330
"4039",2010,2,12,"Laundry",312
"4040",2010,2,13,"Laundry",5292
"4041",2010,2,14,"Laundry",320
"4042",2010,2,15,"Laundry",332
"4043",2010,2,16,"Laundry",317
"4044",2010,2,17,"Laundry",6636
"4045",2010,2,18,"Laundry",385
"4046",2010,2,19,"Laundry",397
"4047",2010,2,20,"Laundry",382
"4048",2010,2,21,"Laundry",8142
"4049",2010,2,22,"Laundry",2167
"4050",2010,2,23,"Laundry",3001
"4051",2010,2,24,"Laundry",1682
"4052",2010,2,25,"Laundry",474
"4053",2010,2,26,"Laundry",2454
"4054",2010,2,27,"Laundry",441
"4055",2010,2,28,"Laundry",487
"4056",2010,3,1,"Laundry",471
"4057",2010,3,2,"Laundry",424
"4058",2010,3,3,"Laundry",425
"4059",2010,3,4,"Laundry",436
"4060",2010,3,5,"Laundry",351
"4061",2010,3,6,"Laundry",419
"4062",2010,3,7,"Laundry",4674
"4063",2010,3,8,"Laundry",7645
"4064",2010,3,9,"Laundry",397
"4065",2010,3,10,"Laundry",375
"4066",2010,3,11,"Laundry",320
"4067",2010,3,12,"Laundry",411
"4068",2010,3,13,"Laundry",5534
"4069",2010,3,14,"Laundry",918
"4070",2010,3,15,"Laundry",436
"4071",2010,3,16,"Laundry",457
"4072",2010,3,17,"Laundry",5851
"4073",2010,3,18,"Laundry",570
"4074",2010,3,19,"Laundry",596
"4075",2010,3,20,"Laundry",25
"4076",2010,3,21,"Laundry",2807
"4077",2010,3,22,"Laundry",557
"4078",2010,3,23,"Laundry",1153
"4079",2010,3,24,"Laundry",5832
"4080",2010,3,25,"Laundry",611
"4081",2010,3,26,"Laundry",682
"4082",2010,3,27,"Laundry",3080
"4083",2010,3,28,"Laundry",7895
"4084",2010,3,29,"Laundry",636
"4085",2010,3,30,"Laundry",571
"4086",2010,3,31,"Laundry",6313
"4087",2010,4,1,"Laundry",517
"4088",2010,4,2,"Laundry",483
"4089",2010,4,3,"Laundry",648
"4090",2010,4,4,"Laundry",831
"4091",2010,4,5,"Laundry",1436
"4092",2010,4,6,"Laundry",613
"4093",2010,4,7,"Laundry",3440
"4094",2010,4,8,"Laundry",669
"4095",2010,4,9,"Laundry",566
"4096",2010,4,10,"Laundry",960
"4097",2010,4,11,"Laundry",554
"4098",2010,4,12,"Laundry",611
"4099",2010,4,13,"Laundry",646
"4100",2010,4,14,"Laundry",5871
"4101",2010,4,15,"Laundry",658
"4102",2010,4,16,"Laundry",592
"4103",2010,4,17,"Laundry",3124
"4104",2010,4,18,"Laundry",618
"4105",2010,4,19,"Laundry",4255
"4106",2010,4,20,"Laundry",719
"4107",2010,4,21,"Laundry",635
"4108",2010,4,22,"Laundry",653
"4109",2010,4,23,"Laundry",623
"4110",2010,4,24,"Laundry",1483
"4111",2010,4,25,"Laundry",2350
"4112",2010,4,26,"Laundry",460
"4113",2010,4,27,"Laundry",545
"4114",2010,4,28,"Laundry",578
"4115",2010,4,29,"Laundry",679
"4116",2010,4,30,"Laundry",659
"4117",2010,5,1,"Laundry",4885
"4118",2010,5,2,"Laundry",7966
"4119",2010,5,3,"Laundry",534
"4120",2010,5,4,"Laundry",1018
"4121",2010,5,5,"Laundry",2194
"4122",2010,5,6,"Laundry",301
"4123",2010,5,7,"Laundry",332
"4124",2010,5,8,"Laundry",2435
"4125",2010,5,9,"Laundry",2636
"4126",2010,5,10,"Laundry",403
"4127",2010,5,11,"Laundry",345
"4128",2010,5,12,"Laundry",4434
"4129",2010,5,13,"Laundry",1477
"4130",2010,5,14,"Laundry",334
"4131",2010,5,15,"Laundry",336
"4132",2010,5,16,"Laundry",3922
"4133",2010,5,17,"Laundry",367
"4134",2010,5,18,"Laundry",370
"4135",2010,5,19,"Laundry",659
"4136",2010,5,20,"Laundry",369
"4137",2010,5,21,"Laundry",381
"4138",2010,5,22,"Laundry",2441
"4139",2010,5,23,"Laundry",416
"4140",2010,5,24,"Laundry",2467
"4141",2010,5,25,"Laundry",451
"4142",2010,5,26,"Laundry",4500
"4143",2010,5,27,"Laundry",443
"4144",2010,5,28,"Laundry",413
"4145",2010,5,29,"Laundry",400
"4146",2010,5,30,"Laundry",2976
"4147",2010,5,31,"Laundry",2171
"4148",2010,6,1,"Laundry",400
"4149",2010,6,2,"Laundry",656
"4150",2010,6,3,"Laundry",451
"4151",2010,6,4,"Laundry",397
"4152",2010,6,5,"Laundry",1253
"4153",2010,6,6,"Laundry",574
"4154",2010,6,7,"Laundry",488
"4155",2010,6,8,"Laundry",821
"4156",2010,6,9,"Laundry",4269
"4157",2010,6,10,"Laundry",474
"4158",2010,6,11,"Laundry",468
"4159",2010,6,12,"Laundry",3659
"4160",2010,6,13,"Laundry",2516
"4161",2010,6,14,"Laundry",473
"4162",2010,6,15,"Laundry",488
"4163",2010,6,16,"Laundry",4999
"4164",2010,6,17,"Laundry",488
"4165",2010,6,18,"Laundry",454
"4166",2010,6,19,"Laundry",1803
"4167",2010,6,20,"Laundry",4195
"4168",2010,6,21,"Laundry",3525
"4169",2010,6,22,"Laundry",6176
"4170",2010,6,23,"Laundry",1500
"4171",2010,6,24,"Laundry",883
"4172",2010,6,25,"Laundry",689
"4173",2010,6,26,"Laundry",1221
"4174",2010,6,27,"Laundry",764
"4175",2010,6,28,"Laundry",809
"4176",2010,6,29,"Laundry",1980
"4177",2010,6,30,"Laundry",806
"4178",2010,7,1,"Laundry",921
"4179",2010,7,2,"Laundry",932
"4180",2010,7,3,"Laundry",968
"4181",2010,7,4,"Laundry",804
"4182",2010,7,5,"Laundry",837
"4183",2010,7,6,"Laundry",771
"4184",2010,7,7,"Laundry",760
"4185",2010,7,8,"Laundry",1350
"4186",2010,7,9,"Laundry",625
"4187",2010,7,10,"Laundry",1240
"4188",2010,7,11,"Laundry",594
"4189",2010,7,12,"Laundry",646
"4190",2010,7,13,"Laundry",2826
"4191",2010,7,14,"Laundry",598
"4192",2010,7,15,"Laundry",2179
"4193",2010,7,16,"Laundry",568
"4194",2010,7,17,"Laundry",541
"4195",2010,7,18,"Laundry",498
"4196",2010,7,19,"Laundry",549
"4197",2010,7,20,"Laundry",550
"4198",2010,7,21,"Laundry",585
"4199",2010,7,22,"Laundry",2151
"4200",2010,7,23,"Laundry",2106
"4201",2010,7,24,"Laundry",2096
"4202",2010,7,25,"Laundry",3732
"4203",2010,7,26,"Laundry",2246
"4204",2010,7,27,"Laundry",523
"4205",2010,7,28,"Laundry",544
"4206",2010,7,29,"Laundry",537
"4207",2010,7,30,"Laundry",534
"4208",2010,7,31,"Laundry",548
"4209",2010,8,1,"Laundry",558
"4210",2010,8,2,"Laundry",536
"4211",2010,8,3,"Laundry",527
"4212",2010,8,4,"Laundry",532
"4213",2010,8,5,"Laundry",517
"4214",2010,8,6,"Laundry",507
"4215",2010,8,7,"Laundry",520
"4216",2010,8,8,"Laundry",526
"4217",2010,8,9,"Laundry",515
"4218",2010,8,10,"Laundry",525
"4219",2010,8,11,"Laundry",542
"4220",2010,8,12,"Laundry",514
"4221",2010,8,13,"Laundry",508
"4222",2010,8,14,"Laundry",512
"4223",2010,8,15,"Laundry",4361
"4224",2010,8,16,"Laundry",463
"4225",2010,8,17,"Laundry",741
"4226",2010,8,18,"Laundry",0
"4227",2010,8,19,"Laundry",0
"4228",2010,8,20,"Laundry",0
"4229",2010,8,21,"Laundry",0
"4230",2010,8,22,"Laundry",54
"4231",2010,8,23,"Laundry",565
"4232",2010,8,24,"Laundry",541
"4233",2010,8,25,"Laundry",522
"4234",2010,8,26,"Laundry",538
"4235",2010,8,27,"Laundry",7583
"4236",2010,8,28,"Laundry",549
"4237",2010,8,29,"Laundry",534
"4238",2010,8,30,"Laundry",1470
"4239",2010,8,31,"Laundry",1723
"4240",2010,9,1,"Laundry",1194
"4241",2010,9,2,"Laundry",500
"4242",2010,9,3,"Laundry",523
"4243",2010,9,4,"Laundry",734
"4244",2010,9,5,"Laundry",2732
"4245",2010,9,6,"Laundry",532
"4246",2010,9,7,"Laundry",922
"4247",2010,9,8,"Laundry",495
"4248",2010,9,9,"Laundry",2128
"4249",2010,9,10,"Laundry",654
"4250",2010,9,11,"Laundry",1427
"4251",2010,9,12,"Laundry",2080
"4252",2010,9,13,"Laundry",798
"4253",2010,9,14,"Laundry",2705
"4254",2010,9,15,"Laundry",898
"4255",2010,9,16,"Laundry",739
"4256",2010,9,17,"Laundry",5496
"4257",2010,9,18,"Laundry",754
"4258",2010,9,19,"Laundry",1307
"4259",2010,9,20,"Laundry",766
"4260",2010,9,21,"Laundry",679
"4261",2010,9,22,"Laundry",1167
"4262",2010,9,23,"Laundry",755
"4263",2010,9,24,"Laundry",773
"4264",2010,9,25,"Laundry",150
"4265",2010,9,26,"Laundry",0
"4266",2010,9,27,"Laundry",0
"4267",2010,9,28,"Laundry",181
"4268",2010,9,29,"Laundry",648
"4269",2010,9,30,"Laundry",771
"4270",2010,10,1,"Laundry",724
"4271",2010,10,2,"Laundry",741
"4272",2010,10,3,"Laundry",2564
"4273",2010,10,4,"Laundry",722
"4274",2010,10,5,"Laundry",3012
"4275",2010,10,6,"Laundry",527
"4276",2010,10,7,"Laundry",543
"4277",2010,10,8,"Laundry",710
"4278",2010,10,9,"Laundry",1585
"4279",2010,10,10,"Laundry",773
"4280",2010,10,11,"Laundry",5006
"4281",2010,10,12,"Laundry",780
"4282",2010,10,13,"Laundry",611
"4283",2010,10,14,"Laundry",2441
"4284",2010,10,15,"Laundry",827
"4285",2010,10,16,"Laundry",645
"4286",2010,10,17,"Laundry",666
"4287",2010,10,18,"Laundry",10218
"4288",2010,10,19,"Laundry",4110
"4289",2010,10,20,"Laundry",690
"4290",2010,10,21,"Laundry",691
"4291",2010,10,22,"Laundry",478
"4292",2010,10,23,"Laundry",3883
"4293",2010,10,24,"Laundry",7573
"4294",2010,10,25,"Laundry",541
"4295",2010,10,26,"Laundry",2488
"4296",2010,10,27,"Laundry",2058
"4297",2010,10,28,"Laundry",2627
"4298",2010,10,29,"Laundry",726
"4299",2010,10,30,"Laundry",614
"4300",2010,10,31,"Laundry",678
"4301",2010,11,1,"Laundry",634
"4302",2010,11,2,"Laundry",574
"4303",2010,11,3,"Laundry",1108
"4304",2010,11,4,"Laundry",11193
"4305",2010,11,5,"Laundry",790
"4306",2010,11,6,"Laundry",680
"4307",2010,11,7,"Laundry",621
"4308",2010,11,8,"Laundry",555
"4309",2010,11,9,"Laundry",583
"4310",2010,11,10,"Laundry",5858
"4311",2010,11,11,"Laundry",2216
"4312",2010,11,12,"Laundry",489
"4313",2010,11,13,"Laundry",589
"4314",2010,11,14,"Laundry",549
"4315",2010,11,15,"Laundry",4222
"4316",2010,11,16,"Laundry",478
"4317",2010,11,17,"Laundry",491
"4318",2010,11,18,"Laundry",489
"4319",2010,11,19,"Laundry",483
"4320",2010,11,20,"Laundry",2947
"4321",2010,11,21,"Laundry",506
"4322",2010,11,22,"Laundry",2110
"4323",2010,11,23,"Laundry",458
"4324",2010,11,24,"Laundry",2848
"4325",2010,11,25,"Laundry",426
"4326",2010,11,26,"Laundry",385
"4327",2006,12,16,"ACandHS",4926
"4328",2006,12,17,"ACandHS",13341
"4329",2006,12,18,"ACandHS",14018
"4330",2006,12,19,"ACandHS",6197
"4331",2006,12,20,"ACandHS",14063
"4332",2006,12,21,"ACandHS",10421
"4333",2006,12,22,"ACandHS",11131
"4334",2006,12,23,"ACandHS",14726
"4335",2006,12,24,"ACandHS",6891
"4336",2006,12,25,"ACandHS",5795
"4337",2006,12,26,"ACandHS",14979
"4338",2006,12,27,"ACandHS",6976
"4339",2006,12,28,"ACandHS",9176
"4340",2006,12,29,"ACandHS",11329
"4341",2006,12,30,"ACandHS",12516
"4342",2006,12,31,"ACandHS",6502
"4343",2007,1,1,"ACandHS",5880
"4344",2007,1,2,"ACandHS",6562
"4345",2007,1,3,"ACandHS",4765
"4346",2007,1,4,"ACandHS",10896
"4347",2007,1,5,"ACandHS",7602
"4348",2007,1,6,"ACandHS",5678
"4349",2007,1,7,"ACandHS",12810
"4350",2007,1,8,"ACandHS",17547
"4351",2007,1,9,"ACandHS",9790
"4352",2007,1,10,"ACandHS",11012
"4353",2007,1,11,"ACandHS",12415
"4354",2007,1,12,"ACandHS",8276
"4355",2007,1,13,"ACandHS",11341
"4356",2007,1,14,"ACandHS",12991
"4357",2007,1,15,"ACandHS",15163
"4358",2007,1,16,"ACandHS",6583
"4359",2007,1,17,"ACandHS",16064
"4360",2007,1,18,"ACandHS",13491
"4361",2007,1,19,"ACandHS",7172
"4362",2007,1,20,"ACandHS",11440
"4363",2007,1,21,"ACandHS",11599
"4364",2007,1,22,"ACandHS",11361
"4365",2007,1,23,"ACandHS",5061
"4366",2007,1,24,"ACandHS",11744
"4367",2007,1,25,"ACandHS",11239
"4368",2007,1,26,"ACandHS",8238
"4369",2007,1,27,"ACandHS",12374
"4370",2007,1,28,"ACandHS",12062
"4371",2007,1,29,"ACandHS",15254
"4372",2007,1,30,"ACandHS",8149
"4373",2007,1,31,"ACandHS",15052
"4374",2007,2,1,"ACandHS",13145
"4375",2007,2,2,"ACandHS",11338
"4376",2007,2,3,"ACandHS",17834
"4377",2007,2,4,"ACandHS",14472
"4378",2007,2,5,"ACandHS",7849
"4379",2007,2,6,"ACandHS",4517
"4380",2007,2,7,"ACandHS",11986
"4381",2007,2,8,"ACandHS",10157
"4382",2007,2,9,"ACandHS",9770
"4383",2007,2,10,"ACandHS",14405
"4384",2007,2,11,"ACandHS",13114
"4385",2007,2,12,"ACandHS",11517
"4386",2007,2,13,"ACandHS",6256
"4387",2007,2,14,"ACandHS",11579
"4388",2007,2,15,"ACandHS",14028
"4389",2007,2,16,"ACandHS",8689
"4390",2007,2,17,"ACandHS",7157
"4391",2007,2,18,"ACandHS",13129
"4392",2007,2,19,"ACandHS",13085
"4393",2007,2,20,"ACandHS",9713
"4394",2007,2,21,"ACandHS",11548
"4395",2007,2,22,"ACandHS",12285
"4396",2007,2,23,"ACandHS",10786
"4397",2007,2,24,"ACandHS",3562
"4398",2007,2,25,"ACandHS",1660
"4399",2007,2,26,"ACandHS",2830
"4400",2007,2,27,"ACandHS",1924
"4401",2007,2,28,"ACandHS",1973
"4402",2007,3,1,"ACandHS",1980
"4403",2007,3,2,"ACandHS",1969
"4404",2007,3,3,"ACandHS",4597
"4405",2007,3,4,"ACandHS",9408
"4406",2007,3,5,"ACandHS",10026
"4407",2007,3,6,"ACandHS",4700
"4408",2007,3,7,"ACandHS",15513
"4409",2007,3,8,"ACandHS",6655
"4410",2007,3,9,"ACandHS",8631
"4411",2007,3,10,"ACandHS",10979
"4412",2007,3,11,"ACandHS",9500
"4413",2007,3,12,"ACandHS",12353
"4414",2007,3,13,"ACandHS",5323
"4415",2007,3,14,"ACandHS",8607
"4416",2007,3,15,"ACandHS",11036
"4417",2007,3,16,"ACandHS",5370
"4418",2007,3,17,"ACandHS",12275
"4419",2007,3,18,"ACandHS",5856
"4420",2007,3,19,"ACandHS",14118
"4421",2007,3,20,"ACandHS",11255
"4422",2007,3,21,"ACandHS",12335
"4423",2007,3,22,"ACandHS",10462
"4424",2007,3,23,"ACandHS",8369
"4425",2007,3,24,"ACandHS",16382
"4426",2007,3,25,"ACandHS",9358
"4427",2007,3,26,"ACandHS",9096
"4428",2007,3,27,"ACandHS",3697
"4429",2007,3,28,"ACandHS",13888
"4430",2007,3,29,"ACandHS",10724
"4431",2007,3,30,"ACandHS",8217
"4432",2007,3,31,"ACandHS",17682
"4433",2007,4,1,"ACandHS",19509
"4434",2007,4,2,"ACandHS",16641
"4435",2007,4,3,"ACandHS",7637
"4436",2007,4,4,"ACandHS",14748
"4437",2007,4,5,"ACandHS",10523
"4438",2007,4,6,"ACandHS",9166
"4439",2007,4,7,"ACandHS",5923
"4440",2007,4,8,"ACandHS",3545
"4441",2007,4,9,"ACandHS",3801
"4442",2007,4,10,"ACandHS",2572
"4443",2007,4,11,"ACandHS",6421
"4444",2007,4,12,"ACandHS",1818
"4445",2007,4,13,"ACandHS",1988
"4446",2007,4,14,"ACandHS",2008
"4447",2007,4,15,"ACandHS",2893
"4448",2007,4,16,"ACandHS",4656
"4449",2007,4,17,"ACandHS",6199
"4450",2007,4,18,"ACandHS",3430
"4451",2007,4,19,"ACandHS",5748
"4452",2007,4,20,"ACandHS",3499
"4453",2007,4,21,"ACandHS",11129
"4454",2007,4,22,"ACandHS",11102
"4455",2007,4,23,"ACandHS",6005
"4456",2007,4,24,"ACandHS",6680
"4457",2007,4,25,"ACandHS",8812
"4458",2007,4,26,"ACandHS",7163
"4459",2007,4,27,"ACandHS",4756
"4460",2007,4,28,"ACandHS",0
"4461",2007,4,29,"ACandHS",0
"4462",2007,4,30,"ACandHS",1131
"4463",2007,5,1,"ACandHS",8546
"4464",2007,5,2,"ACandHS",3754
"4465",2007,5,3,"ACandHS",7836
"4466",2007,5,4,"ACandHS",3990
"4467",2007,5,5,"ACandHS",11303
"4468",2007,5,6,"ACandHS",10095
"4469",2007,5,7,"ACandHS",9433
"4470",2007,5,8,"ACandHS",8777
"4471",2007,5,9,"ACandHS",9474
"4472",2007,5,10,"ACandHS",3261
"4473",2007,5,11,"ACandHS",6471
"4474",2007,5,12,"ACandHS",10408
"4475",2007,5,13,"ACandHS",8958
"4476",2007,5,14,"ACandHS",5517
"4477",2007,5,15,"ACandHS",5318
"4478",2007,5,16,"ACandHS",9077
"4479",2007,5,17,"ACandHS",7687
"4480",2007,5,18,"ACandHS",8116
"4481",2007,5,19,"ACandHS",7022
"4482",2007,5,20,"ACandHS",7611
"4483",2007,5,21,"ACandHS",9060
"4484",2007,5,22,"ACandHS",3984
"4485",2007,5,23,"ACandHS",8119
"4486",2007,5,24,"ACandHS",4746
"4487",2007,5,25,"ACandHS",6539
"4488",2007,5,26,"ACandHS",8628
"4489",2007,5,27,"ACandHS",10444
"4490",2007,5,28,"ACandHS",9586
"4491",2007,5,29,"ACandHS",4332
"4492",2007,5,30,"ACandHS",7804
"4493",2007,5,31,"ACandHS",3552
"4494",2007,6,1,"ACandHS",7664
"4495",2007,6,2,"ACandHS",7633
"4496",2007,6,3,"ACandHS",8334
"4497",2007,6,4,"ACandHS",4533
"4498",2007,6,5,"ACandHS",6448
"4499",2007,6,6,"ACandHS",11680
"4500",2007,6,7,"ACandHS",3959
"4501",2007,6,8,"ACandHS",11380
"4502",2007,6,9,"ACandHS",6590
"4503",2007,6,10,"ACandHS",5983
"4504",2007,6,11,"ACandHS",5328
"4505",2007,6,12,"ACandHS",3898
"4506",2007,6,13,"ACandHS",5216
"4507",2007,6,14,"ACandHS",7054
"4508",2007,6,15,"ACandHS",4547
"4509",2007,6,16,"ACandHS",11108
"4510",2007,6,17,"ACandHS",8734
"4511",2007,6,18,"ACandHS",4241
"4512",2007,6,19,"ACandHS",4391
"4513",2007,6,20,"ACandHS",5106
"4514",2007,6,21,"ACandHS",3711
"4515",2007,6,22,"ACandHS",3482
"4516",2007,6,23,"ACandHS",2402
"4517",2007,6,24,"ACandHS",3449
"4518",2007,6,25,"ACandHS",4816
"4519",2007,6,26,"ACandHS",5231
